69.125
66.125
61
52.5
84.75
37.5
82.75
66.75
70.75
78
21.5
61.125
60.125
67.875
45.875
65.25
72.625
45.625
65.375
72.25
76.75
87.75
83.375
68.75
80.625
47.25
72.75
60.25
65.375
61.375
65.25
65.375
56.25
60.125
77
59
75.25
76.375
69.625
70.25
69.5
45.625
67.625
81.875
67.5
77.75
69.625
50
68.75
53.125
72.125
62.625
48.75
86.25
54.25
62.75
72.625
83.75
54.375
62.875
66.875
65.5
61.875
67.875
59.875
69.625
72.5
58.625
47.875
60.625
87.125
75.375
85
67
